trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2826,False,"{'a': 0.007, 'e': 0.15220000000003803}",25,13,11.534499276764848,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2827,False,"{'a': 0.007, 'e': 0.15190000000003803}",25,13,15.864898882736313,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2828,False,"{'a': 0.007, 'e': 0.15160000000003804}",25,20,9.966825010285262,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2829,False,"{'a': 0.007, 'e': 0.15130000000003804}",25,14,12.731031438429154,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2830,False,"{'a': 0.007, 'e': 0.15100000000003805}",20,0,31.64048982465041,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2831,False,"{'a': 0.007, 'e': 0.15070000000003805}",25,18,14.184672018048909,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2832,False,"{'a': 0.007, 'e': 0.15040000000003806}",30,16,27.45867254467364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2833,False,"{'a': 0.007, 'e': 0.15010000000003806}",20,12,16.833917151020138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2834,False,"{'a': 0.007, 'e': 0.14980000000003807}",20,14,7.577762318189822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2835,False,"{'a': 0.007, 'e': 0.14950000000003807}",30,16,-25.59860177232009,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
2836,False,"{'a': 0.007, 'e': 0.14920000000003808}",25,17,8.413375918995397,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2837,False,"{'a': 0.007, 'e': 0.14890000000003809}",20,3,-5.9391383981592965,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
2838,False,"{'a': 0.007, 'e': 0.1486000000000381}",30,17,3.329608274766377,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2839,False,"{'a': 0.007, 'e': 0.1483000000000381}",25,0,-2.173495461755757,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
2840,False,"{'a': 0.007, 'e': 0.1480000000000381}",30,18,21.990160060594302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2841,False,"{'a': 0.007, 'e': 0.1477000000000381}",20,6,28.39432957037075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2842,False,"{'a': 0.007, 'e': 0.1474000000000381}",20,13,13.616845038083426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2843,False,"{'a': 0.007, 'e': 0.14710000000003812}",35,11,19.771614024090923,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
2844,False,"{'a': 0.007, 'e': 0.14680000000003812}",20,16,8.28364450345476,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2845,False,"{'a': 0.007, 'e': 0.14650000000003813}",20,0,25.413285773201974,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2846,False,"{'a': 0.007, 'e': 0.14620000000003813}",25,11,27.299939151971294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2847,False,"{'a': 0.007, 'e': 0.14590000000003814}",30,5,29.48474836249699,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
2848,False,"{'a': 0.007, 'e': 0.14560000000003814}",20,0,5.47187292163877,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
2849,False,"{'a': 0.007, 'e': 0.14530000000003815}",35,21,-19.616178557386185,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
2850,False,"{'a': 0.007, 'e': 0.14500000000003815}",35,17,32.36294318530313,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2851,False,"{'a': 0.007, 'e': 0.14470000000003816}",25,17,4.364595052741052,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2852,False,"{'a': 0.007, 'e': 0.14440000000003816}",20,11,-18.709050396891413,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
2853,False,"{'a': 0.007, 'e': 0.14410000000003817}",35,19,18.62494038417275,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2854,False,"{'a': 0.007, 'e': 0.14380000000003818}",20,16,10.224527115753425,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2855,False,"{'a': 0.007, 'e': 0.14350000000003818}",25,9,21.742590068406805,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2856,False,"{'a': 0.007, 'e': 0.14320000000003819}",20,12,-26.45655246233798,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2857,False,"{'a': 0.007, 'e': 0.1429000000000382}",20,11,-3.664169666266877,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
2858,False,"{'a': 0.007, 'e': 0.1426000000000382}",30,7,20.146355347737245,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
2859,False,"{'a': 0.007, 'e': 0.1423000000000382}",20,6,14.562437681235373,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2860,False,"{'a': 0.007, 'e': 0.1420000000000382}",30,7,-0.7695909083765733,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
2861,False,"{'a': 0.007, 'e': 0.1417000000000382}",25,8,30.71584540617963,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2862,False,"{'a': 0.007, 'e': 0.14140000000003822}",20,0,-2.6110966695085036,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
2863,False,"{'a': 0.007, 'e': 0.14110000000003822}",30,7,17.333243155879334,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
2864,False,"{'a': 0.007, 'e': 0.14080000000003823}",20,13,13.614462537167118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2865,False,"{'a': 0.007, 'e': 0.14050000000003823}",25,12,-27.459568372557683,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
2866,False,"{'a': 0.007, 'e': 0.14020000000003824}",20,7,7.9819439919961095,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
2867,False,"{'a': 0.007, 'e': 0.13990000000003824}",25,8,-6.512111996745138,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
2868,False,"{'a': 0.007, 'e': 0.13960000000003825}",30,20,19.79423432785444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2869,False,"{'a': 0.007, 'e': 0.13930000000003825}",30,18,11.428884080990233,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2870,False,"{'a': 0.007, 'e': 0.13900000000003826}",20,7,-27.93829985951499,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
2871,False,"{'a': 0.007, 'e': 0.13870000000003826}",25,17,-8.029346663896163,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2872,False,"{'a': 0.007, 'e': 0.13840000000003827}",30,13,22.180859307854742,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
2873,False,"{'a': 0.007, 'e': 0.13810000000003828}",20,11,18.230207990409635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2874,False,"{'a': 0.007, 'e': 0.13780000000003828}",25,12,21.461053418800027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2875,False,"{'a': 0.007, 'e': 0.13750000000003829}",20,16,6.812125641619657,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2876,False,"{'a': 0.007, 'e': 0.1372000000000383}",20,16,5.9425113341372775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2877,False,"{'a': 0.007, 'e': 0.1369000000000383}",20,4,17.989357969566573,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2878,False,"{'a': 0.007, 'e': 0.1366000000000383}",20,9,17.62239032521007,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2879,False,"{'a': 0.007, 'e': 0.1363000000000383}",20,0,29.54155962617396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2880,False,"{'a': 0.007, 'e': 0.1360000000000383}",35,24,22.94850414053772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2881,False,"{'a': 0.007, 'e': 0.13570000000003832}",30,18,13.765238141134272,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2882,False,"{'a': 0.007, 'e': 0.13540000000003832}",20,8,-32.33093007778634,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2883,False,"{'a': 0.007, 'e': 0.13510000000003833}",20,16,8.171743779313731,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2884,False,"{'a': 0.007, 'e': 0.13480000000003833}",25,7,-19.0308692741282,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2885,False,"{'a': 0.007, 'e': 0.13450000000003834}",25,14,12.07510717114056,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2886,False,"{'a': 0.007, 'e': 0.13420000000003834}",30,10,-14.305046816093245,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
2887,False,"{'a': 0.007, 'e': 0.13390000000003835}",25,0,43.626466011846745,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2888,False,"{'a': 0.007, 'e': 0.13360000000003835}",35,22,13.248726607130983,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2889,False,"{'a': 0.007, 'e': 0.13330000000003836}",20,14,10.704014554640342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2890,False,"{'a': 0.007, 'e': 0.13300000000003837}",20,5,26.711946164843162,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2891,False,"{'a': 0.007, 'e': 0.13270000000003837}",20,15,-1.790914481398712,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2892,False,"{'a': 0.007, 'e': 0.13240000000003838}",30,16,0.9653634526037398,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2893,False,"{'a': 0.007, 'e': 0.13210000000003838}",20,8,24.771548178163574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2894,False,"{'a': 0.007, 'e': 0.1318000000000384}",20,3,34.21209224119436,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2895,False,"{'a': 0.007, 'e': 0.1315000000000384}",20,6,15.236254072392288,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2896,False,"{'a': 0.007, 'e': 0.1312000000000384}",25,11,18.568724882282368,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2897,False,"{'a': 0.007, 'e': 0.1309000000000384}",20,9,21.644885714498386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2898,False,"{'a': 0.007, 'e': 0.1306000000000384}",25,18,11.920260011584476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2899,False,"{'a': 0.007, 'e': 0.1303000000000384}",25,2,36.07921604847773,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2900,False,"{'a': 0.007, 'e': 0.13000000000003842}",30,17,-19.760092102568173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2901,False,"{'a': 0.007, 'e': 0.12970000000003842}",20,11,12.234851284822138,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2902,False,"{'a': 0.007, 'e': 0.12940000000003843}",20,0,14.13072900616511,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
2903,False,"{'a': 0.007, 'e': 0.12910000000003843}",20,9,-64.0168880816013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
2904,False,"{'a': 0.007, 'e': 0.12880000000003844}",20,2,19.372247647810905,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2905,False,"{'a': 0.007, 'e': 0.12850000000003844}",30,15,0.2249930050708282,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
2906,False,"{'a': 0.007, 'e': 0.12820000000003845}",30,24,9.564333104834553,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2907,False,"{'a': 0.007, 'e': 0.12790000000003846}",20,2,33.06378157533709,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2908,False,"{'a': 0.007, 'e': 0.12760000000003846}",35,3,33.702528422823754,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 0}",1
2909,False,"{'a': 0.007, 'e': 0.12730000000003847}",25,16,12.675794230693251,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2910,False,"{'a': 0.007, 'e': 0.12700000000003847}",25,5,19.481530239996996,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2911,False,"{'a': 0.007, 'e': 0.12670000000003848}",30,8,-12.625434567764946,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
2912,False,"{'a': 0.007, 'e': 0.12640000000003848}",30,10,21.536733420278345,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2913,False,"{'a': 0.007, 'e': 0.1261000000000385}",20,11,16.38111163834151,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2914,False,"{'a': 0.007, 'e': 0.1258000000000385}",35,23,22.826739437454187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2915,False,"{'a': 0.007, 'e': 0.1255000000000385}",30,16,14.66196710084097,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2916,False,"{'a': 0.007, 'e': 0.1252000000000385}",20,9,21.367757122061143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2917,False,"{'a': 0.007, 'e': 0.12490000000003851}",25,7,23.226115829569707,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2918,False,"{'a': 0.007, 'e': 0.12460000000003851}",20,3,22.079855790550834,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2919,False,"{'a': 0.007, 'e': 0.12430000000003852}",25,14,5.251568545771598,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2920,False,"{'a': 0.007, 'e': 0.12400000000003852}",20,0,21.642121937518517,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2921,False,"{'a': 0.007, 'e': 0.12370000000003853}",20,8,3.7059438947021985,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
2922,False,"{'a': 0.007, 'e': 0.12340000000003853}",20,4,23.08929003636133,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2923,False,"{'a': 0.007, 'e': 0.12310000000003854}",20,16,8.13101736072913,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2924,False,"{'a': 0.007, 'e': 0.12280000000003854}",20,0,28.60225312163899,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2925,False,"{'a': 0.007, 'e': 0.12250000000003855}",25,9,23.597679721447044,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2926,False,"{'a': 0.007, 'e': 0.12220000000003856}",20,4,26.814897824547,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2927,False,"{'a': 0.007, 'e': 0.12190000000003856}",20,9,6.305528135086489,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2928,False,"{'a': 0.007, 'e': 0.12160000000003857}",35,19,26.801874034867655,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2929,False,"{'a': 0.007, 'e': 0.12130000000003857}",20,8,18.678762296785838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2930,False,"{'a': 0.007, 'e': 0.12100000000003858}",20,0,20.5507831477813,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2931,False,"{'a': 0.007, 'e': 0.12070000000003858}",30,18,24.601576110292278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2932,False,"{'a': 0.007, 'e': 0.12040000000003859}",20,6,-72.22048186891088,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
2933,False,"{'a': 0.007, 'e': 0.12010000000003859}",25,14,8.719619865377748,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2934,False,"{'a': 0.007, 'e': 0.1198000000000386}",20,14,1.5708507770774816,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2935,False,"{'a': 0.007, 'e': 0.1195000000000386}",20,13,12.093127605623627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2936,False,"{'a': 0.007, 'e': 0.11920000000003861}",20,12,12.339676896374465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2937,False,"{'a': 0.007, 'e': 0.11890000000003861}",20,11,3.098123822295498,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2938,False,"{'a': 0.007, 'e': 0.11860000000003862}",20,13,14.638915828086581,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2939,False,"{'a': 0.007, 'e': 0.11830000000003862}",25,12,-15.97588987363449,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
2940,False,"{'a': 0.007, 'e': 0.11800000000003863}",20,0,28.769879451700973,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2941,False,"{'a': 0.007, 'e': 0.11770000000003863}",30,14,27.96660804252018,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2942,False,"{'a': 0.007, 'e': 0.11740000000003864}",20,11,18.713871010374255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2943,False,"{'a': 0.007, 'e': 0.11710000000003865}",20,0,14.72530379875588,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
2944,False,"{'a': 0.007, 'e': 0.11680000000003865}",35,18,36.5453125563222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2945,False,"{'a': 0.007, 'e': 0.11650000000003866}",20,12,-15.110204338977903,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
2946,False,"{'a': 0.007, 'e': 0.11620000000003866}",25,3,24.134751984157763,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2947,False,"{'a': 0.007, 'e': 0.11590000000003867}",30,12,-54.56665333580387,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
2948,False,"{'a': 0.007, 'e': 0.11560000000003867}",25,7,24.67114271783103,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2949,False,"{'a': 0.007, 'e': 0.11530000000003868}",20,14,-10.316381941718488,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
2950,False,"{'a': 0.007, 'e': 0.11500000000003868}",35,21,26.75327345380341,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2951,False,"{'a': 0.007, 'e': 0.11470000000003869}",20,14,13.645008837062537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2952,False,"{'a': 0.007, 'e': 0.11440000000003869}",30,19,8.18629632793586,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2953,False,"{'a': 0.007, 'e': 0.1141000000000387}",20,14,-0.34434168720774094,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2954,False,"{'a': 0.007, 'e': 0.1138000000000387}",30,19,19.724488867688034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2955,False,"{'a': 0.007, 'e': 0.11350000000003871}",20,14,3.8161852758665535,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2956,False,"{'a': 0.007, 'e': 0.11320000000003871}",20,8,0.6840292827592749,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2957,False,"{'a': 0.007, 'e': 0.11290000000003872}",30,18,23.625452328666725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2958,False,"{'a': 0.007, 'e': 0.11260000000003872}",20,15,12.173361924253523,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2959,False,"{'a': 0.007, 'e': 0.11230000000003873}",25,16,18.103225878795563,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2960,False,"{'a': 0.007, 'e': 0.11200000000003874}",25,15,-6.2628050561654565,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
2961,False,"{'a': 0.007, 'e': 0.11170000000003874}",20,8,9.421361943151394,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2962,False,"{'a': 0.007, 'e': 0.11140000000003875}",25,7,-55.9157476737792,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
2963,False,"{'a': 0.007, 'e': 0.11110000000003875}",25,14,-0.7661075160722755,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2964,False,"{'a': 0.007, 'e': 0.11080000000003876}",20,2,-7.023759919685609,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
2965,False,"{'a': 0.007, 'e': 0.11050000000003876}",20,13,-12.666852329998635,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
2966,False,"{'a': 0.007, 'e': 0.11020000000003877}",25,17,-26.667990958015714,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2967,False,"{'a': 0.007, 'e': 0.10990000000003877}",25,17,14.139770736535617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2968,False,"{'a': 0.007, 'e': 0.10960000000003878}",20,8,8.960661569975676,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2969,False,"{'a': 0.007, 'e': 0.10930000000003878}",25,3,5.744271916193843,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
2970,False,"{'a': 0.007, 'e': 0.10900000000003879}",20,14,11.635755231902753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2971,False,"{'a': 0.007, 'e': 0.1087000000000388}",25,11,31.419634905130803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2972,False,"{'a': 0.007, 'e': 0.1084000000000388}",20,2,29.78353814778041,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2973,False,"{'a': 0.007, 'e': 0.1081000000000388}",30,12,4.346560751492991,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
2974,False,"{'a': 0.007, 'e': 0.10780000000003881}",25,15,22.372977311753797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2975,False,"{'a': 0.007, 'e': 0.10750000000003881}",30,16,29.00831580790762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2976,False,"{'a': 0.007, 'e': 0.10720000000003882}",25,11,10.275330144702076,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2977,False,"{'a': 0.007, 'e': 0.10690000000003883}",20,6,26.48868577248625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2978,False,"{'a': 0.007, 'e': 0.10660000000003883}",20,14,-11.965184963967388,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
2979,False,"{'a': 0.007, 'e': 0.10630000000003884}",20,13,12.837793002246094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2980,False,"{'a': 0.007, 'e': 0.10600000000003884}",20,5,3.498832189476077,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
2981,False,"{'a': 0.007, 'e': 0.10570000000003885}",30,16,27.190776181060325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2982,False,"{'a': 0.007, 'e': 0.10540000000003885}",20,8,18.408191566468012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2983,False,"{'a': 0.007, 'e': 0.10510000000003886}",20,10,18.172809043795315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2984,False,"{'a': 0.007, 'e': 0.10480000000003886}",20,7,17.21745299425316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2985,False,"{'a': 0.007, 'e': 0.10450000000003887}",25,11,23.799285167486527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2986,False,"{'a': 0.007, 'e': 0.10420000000003887}",20,8,25.09788116468761,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2987,False,"{'a': 0.007, 'e': 0.10390000000003888}",20,9,20.088863034953135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2988,False,"{'a': 0.007, 'e': 0.10360000000003888}",20,12,5.012853401502042,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2989,False,"{'a': 0.007, 'e': 0.10330000000003889}",25,10,20.563863396080762,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2990,False,"{'a': 0.007, 'e': 0.1030000000000389}",20,0,32.28479884423592,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2991,False,"{'a': 0.007, 'e': 0.1027000000000389}",20,14,-2.2698054525039213,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2992,False,"{'a': 0.007, 'e': 0.1024000000000389}",20,7,24.367218514341392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2993,False,"{'a': 0.007, 'e': 0.10210000000003891}",25,9,-4.483108917367633,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
2994,False,"{'a': 0.007, 'e': 0.10180000000003891}",25,5,28.54865457878531,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2995,False,"{'a': 0.007, 'e': 0.10150000000003892}",20,10,20.441098685197677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2996,False,"{'a': 0.007, 'e': 0.10120000000003893}",25,12,23.308475799112173,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2997,False,"{'a': 0.007, 'e': 0.10090000000003893}",25,20,9.286646256855454,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2998,False,"{'a': 0.007, 'e': 0.10060000000003894}",20,1,27.07400293997557,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2999,False,"{'a': 0.007, 'e': 0.10030000000003894}",20,5,23.561204822724726,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3000,False,"{'a': 0.007, 'e': 0.10000000000003895}",25,11,26.79502937265075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3001,False,"{'a': 0.007, 'e': 0.09970000000003895}",20,7,11.174771177269259,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3002,False,"{'a': 0.007, 'e': 0.09940000000003896}",25,14,21.30523594623135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.007, 'e': 0.09910000000003896}",20,13,2.5725914058855333,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3004,False,"{'a': 0.007, 'e': 0.09880000000003897}",20,16,9.447017176949467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.007, 'e': 0.09850000000003897}",30,14,27.563998956030254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3006,False,"{'a': 0.007, 'e': 0.09820000000003898}",30,19,12.309898631368906,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3007,False,"{'a': 0.007, 'e': 0.09790000000003898}",20,7,22.357962565395326,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3008,False,"{'a': 0.007, 'e': 0.09760000000003899}",30,12,25.11638889616338,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
